claim_id,build_id,surface,public_claim,claim_type,source_id,source_title,issuing_body,published_or_version,locator,support,reasoning,limitations,disposition
B079-FILM-S2,079,B film/transcript,DIMENSIONS. QUESTION. POPULATION. CONTEXT. OUTCOME. Test relevance explicitly.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B079-FILM-S3,079,B film/transcript,QUALIFY. TYPE. QUALITY. APPLICABILITY. Keep these judgments separate.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B079-FILM-S4,079,B film/transcript,RETAIN. SOURCE. LIMIT. UNKNOWN. Show what does not fit.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B079-FILM-S5,079,B film/transcript,BOUNDARY. NAVIGATION DOES NOT DECIDE. Synthetic evidence only.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B079-FILM-S6,079,B film/transcript,SAVE. FIND WHAT ANSWERS. Keep every source and limit attached.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B080-FILM-S1,080,B film/transcript,BUILD 080. THE ARTICLE WAS OUTPUT ONE. Reporting can keep working.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B080-FILM-S2,080,B film/transcript,"PIPELINE. STORY. INTERVIEW. FIELD. RECORD. QUESTION. Preserve dates, rights, verification, limits.",mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B080-FILM-S3,080,B film/transcript,ASSETS. DATASET. TOOL. TRACKER. TIMELINE. Extract source-linked candidates.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B080-FILM-S4,080,B film/transcript,MAINTENANCE. OWNER. UPDATE PATH. EVIDENCE GAP. Public value needs upkeep.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B080-FILM-S5,080,B film/transcript,BOUNDARY. PUBLICATION IS A BEGINNING. Candidates are not verified facts.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B080-FILM-S6,080,B film/transcript,"SAVE. BUILD PUBLIC INFRASTRUCTURE. Keep source, rights, and status attached.",mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B081-FILM-S1,081,B film/transcript,BUILD 081. PEOPLE KEEP ASKING. A system may be missing.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B081-FILM-S2,081,B film/transcript,SIGNALS. PRESERVE WORDS + CONTEXT. Do not collapse posts into identities.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B081-FILM-S3,081,B film/transcript,CLASSIFY. SIGNAL ≠ NEED ≠ OPPORTUNITY. Keep hypotheses separate.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B081-FILM-S4,081,B film/transcript,VERIFY. REPETITION. ALTERNATIVES. CONTRADICTIONS. Require human research.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B081-FILM-S5,081,B film/transcript,BOUNDARY. REPETITION CANNOT PROVE DEMAND. Synthetic posts only.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B081-FILM-S6,081,B film/transcript,SAVE. LISTEN FOR THE MISSING SYSTEM. Then validate it.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B082-FILM-S1,082,B film/transcript,BUILD 082. AUDIENCE ≠ DEMOGRAPHIC BOX. Personas cannot explain relationships.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B082-FILM-S2,082,B film/transcript,GRAPH. NEED. LANGUAGE. CONTEXT. Connect sources with caveats.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B082-FILM-S3,082,B film/transcript,EDGES. SOURCE. EVIDENCE. UNKNOWN. Never infer identity or personality.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B082-FILM-S4,082,B film/transcript,CLAIMS. TRUST ≠ INFLUENCE ≠ ACTION. Keep evidence types separate.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B082-FILM-S5,082,B film/transcript,BOUNDARY. A GRAPH DOES NOT DEFINE PEOPLE. No profiling or prediction.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B082-FILM-S6,082,B film/transcript,"SAVE. UNDERSTAND RELATIONSHIPS. Retain contradiction, change, and unknown.",RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B083-FILM-S1,083,B film/transcript,BUILD 083. WORK CONTAINS CONTENT. Extraction must not leak it.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B083-FILM-S2,083,B film/transcript,"FILTER. CONFIDENTIALITY. SOURCE. RIGHTS. Admit, generalize, hold, or escalate.",mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B083-FILM-S3,083,B film/transcript,CANDIDATES. INSIGHT. METHOD. VISUAL. TEACHING. Only safe sources travel forward.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B083-FILM-S4,083,B film/transcript,APPROVAL. EVIDENCE. CONTEXT. REVIEW STATE. Keep publication human-controlled.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B083-FILM-S5,083,B film/transcript,BOUNDARY. SAFE CANDIDATE ≠ PUBLISHED PROOF. Fictional work only.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B083-FILM-S6,083,B film/transcript,"SAVE. MAKE PROOF SAFELY. Retain source, rights, limits, review.",mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B084-FILM-S1,084,B film/transcript,"Who created the value—and who gets it? Trace contributions, rights, risk and benefit distribution.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B084-FILM-S2,084,B film/transcript,Trace every contribution.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B084-FILM-S3,084,B film/transcript,Name the knowledge source.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B084-FILM-S4,084,B film/transcript,Attach rights and agreements.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B084-FILM-S5,084,B film/transcript,Test who bears the risk.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B084-FILM-S6,084,B film/transcript,Distribute benefits by design.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B085-FILM-S1,085,B film/transcript,Who is shaping this decision? Map influence without turning evidence into accusation.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B085-FILM-S2,085,B film/transcript,"Map money, access and ownership.",RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B085-FILM-S3,085,B film/transcript,Separate evidence from inference.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B085-FILM-S4,085,B film/transcript,Remove weak links.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B085-FILM-S5,085,B film/transcript,Keep prohibited conclusions visible.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B085-FILM-S6,085,B film/transcript,A power map is not a verdict.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B086-FILM-S1,086,B film/transcript,Use the post as a prototype. Use publishing signals to choose the next product test.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B086-FILM-S2,086,B film/transcript,Publish one clear hypothesis.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B086-FILM-S3,086,B film/transcript,Listen for the audience’s language.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B086-FILM-S4,086,B film/transcript,Record demand and contradiction.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B086-FILM-S5,086,B film/transcript,Change one product assumption.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B086-FILM-S6,086,B film/transcript,Let evidence choose the next test.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B087-FILM-S1,087,B film/transcript,"Build your own media system. Coordinate source, rights, versions, channels and reuse.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B087-FILM-S2,087,B film/transcript,Start with one canonical source.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B087-FILM-S3,087,B film/transcript,Carry rights into every derivative.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B087-FILM-S4,087,B film/transcript,"Track claims, versions and approvals.",mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B087-FILM-S5,087,B film/transcript,Publish for each channel.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B087-FILM-S6,087,B film/transcript,Reuse without losing the lineage.,mixed: design synthesis with contextual external premise,PROV,PROV-O: The PROV Ontology,W3C,2013-04-30,"https://www.w3.org/TR/prov-o/ — Sections 2–4; Entity, Activity, Agent; derivation, attribution and association properties",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"A provenance data model, not proof that a record is true, lawful, complete, or authorized for publication.",CERTIFY WITH LIMITATION
B088-FILM-S1,088,B film/transcript,"Your network is not a contact list. Track context, reciprocity, permission and open loops.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B088-FILM-S2,088,B film/transcript,"Store context, not just names.",RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B088-FILM-S3,088,B film/transcript,Track reciprocity and open loops.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B088-FILM-S4,088,B film/transcript,Respect permission boundaries.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B088-FILM-S5,088,B film/transcript,Match proof to the introduction.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B088-FILM-S6,088,B film/transcript,Move relationships with care.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B089-FILM-S1,089,B film/transcript,Stop being the only database. Externalize founder knowledge without automating judgment.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B089-FILM-S2,089,B film/transcript,Externalize decisions and research.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B089-FILM-S3,089,B film/transcript,"Connect IP, risk and signals.",RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B089-FILM-S4,089,B film/transcript,Expose stale or missing evidence.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B089-FILM-S5,089,B film/transcript,Keep the human decision owner.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B089-FILM-S6,089,B film/transcript,Make founder memory inspectable.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
